Address,X,Y,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Url
Mosehaven 55,55.659995,12.204456,990000,Fritidshus,3,1976,mellem,"1,20",1078,920,49,20204,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/mosehaven-55/
"Kallerupvej 1C, 2. tv",55.650246,12.202289,880000,Andelsbolig,4,,mellem,158,125,79,114,7719,B,https://www.dingeo.dk/adresse/2640-hedehusene/kallerupvej-1c/2-tv/
Lyngmosen 36,55.655419,12.200438,3995000,Villa,7,1964,mellem,658,539,379,256,15605,D,https://www.dingeo.dk/adresse/2640-hedehusene/lyngmosen-36/
Herringløsevej 2,55.697406,12.232794,3745000,Villa,5,1830,meget høj,"5,71",1814,2.257,200,18725,D,https://www.dingeo.dk/adresse/2640-hedehusene/herringl%C3%B8sevej-2/
Lilleager 17,55.649487,12.22612,3295000,Villa,4,1974,mellem,"1,65",360,385,118,27923,C,https://www.dingeo.dk/adresse/2640-hedehusene/lilleager-17/
"Hedekæret 51, 1. 2",55.655529,12.193787,1495000,Ejerlejlighed,2,,lav,784,659,253,54,27685,C,https://www.dingeo.dk/adresse/2640-hedehusene/hedek%C3%A6ret-51/1-2/
Askevang 66B,55.662478,12.183709,3275000,Rækkehus,5,1986,høj,"1,78",177,278,130,25192,C,https://www.dingeo.dk/adresse/2640-hedehusene/askevang-66b/
Bjørnehøjvej 8,55.653831,12.20455,2998000,Villa,6,1959,mellem,556,449,503,130,23061,E,https://www.dingeo.dk/adresse/2640-hedehusene/bj%C3%B8rneh%C3%B8jvej-8/
"Søbakkevej 2, 2. 4",55.644278,12.207916,3250000,Ejerlejlighed,4,2022,N/A,760,447,706,105,30952,A2015,https://www.dingeo.dk/adresse/2640-hedehusene/s%C3%B8bakkevej-2/2-4/
Refmosevej 1B,55.653336,12.182142,2995000,Rækkehus,4,1991,lav,"1,23",215,741,102,29362,B,https://www.dingeo.dk/adresse/2640-hedehusene/refmosevej-1b/
Hovedgaden 460,55.650357,12.205567,4395000,Villa,5,1934,mellem,356,330,254,139,31618,B,https://www.dingeo.dk/adresse/2640-hedehusene/hovedgaden-460/
"Cikoriegade 17, st. 1",55.643274,12.207769,2645000,Ejerlejlighed,3,,N/A,843,421,796,74,35743,A,https://www.dingeo.dk/adresse/2640-hedehusene/cikoriegade-17/st-1/
"Vesterkøb 40, 2. 14",55.653565,12.196131,995000,Ejerlejlighed,1,,mellem,520,430,39,46,21630,E,https://www.dingeo.dk/adresse/2640-hedehusene/vesterk%C3%B8b-40/2-14/
Kongelysvej 19,55.643278,12.204017,3095000,Rækkehus,3,2018,N/A,732,182,714,84,36845,A2015,https://www.dingeo.dk/adresse/2640-hedehusene/kongelysvej-19/
Stærkendevej 236,55.615344,12.18639,3295000,Villa,6,1878,høj,"2,29",519,2.093,189,17433,C,https://www.dingeo.dk/adresse/2640-hedehusene/st%C3%A6rkendevej-236/
Kalleruphaven 14,55.663402,12.199084,995000,Fritidshus,3,1974,lav,"1,55",1008,1.078,50,19900,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/kalleruphaven-14/
Lyngevej 26,55.652462,12.187978,4495000,Villa,6,1913,lav,844,300,494,173,25982,C,https://www.dingeo.dk/adresse/2640-hedehusene/lyngevej-26/
"Hedekæret 38, 1. th",55.655516,12.194692,1850000,Ejerlejlighed,3,1971,lav,754,659,232,78,23717,D,https://www.dingeo.dk/adresse/2640-hedehusene/hedek%C3%A6ret-38/1-th/
"Cikoriegade 15, st. 2",55.643025,12.207716,2595000,Ejerlejlighed,3,2022,N/A,852,425,806,89,29157,A,https://www.dingeo.dk/adresse/2640-hedehusene/cikoriegade-15/st-2/
"Hedetoften 51, 1. th",55.653782,12.198815,1895000,Ejerlejlighed,3,1961,mellem,484,371,212,78,24294,D,https://www.dingeo.dk/adresse/2640-hedehusene/hedetoften-51/1-th/
Ligustervej 9,55.658423,12.182561,4195000,Villa,5,1965,lav,"1,50",125,179,145,28931,C,https://www.dingeo.dk/adresse/2640-hedehusene/ligustervej-9/
Agerhaven 55,55.661976,12.211912,998000,Fritidshus,3,1979,meget lav,"1,57",1311,1.348,38,26263,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/agerhaven-55/
Thorstensvej 23B,55.652273,12.192488,2995000,Villa,4,1971,lav,579,539,236,135,22185,E,https://www.dingeo.dk/adresse/2640-hedehusene/thorstensvej-23b/
Kallerupvej 39A,55.657576,12.196749,4995000,Ejerlejlighed,6,1862,mellem,923,790,461,225,22200,C,https://www.dingeo.dk/adresse/2640-hedehusene/kallerupvej-39a/
"Hedetoften 11, st. th",55.653855,12.194145,1995000,Ejerlejlighed,3,1964,lav,618,541,98,79,25253,D,https://www.dingeo.dk/adresse/2640-hedehusene/hedetoften-11/st-th/
Nordtoften 4B,55.625907,12.191735,3350000,Rækkehus,4,1998,meget lav,"2,67",709,2.624,107,31308,C,https://www.dingeo.dk/adresse/2640-hedehusene/nordtoften-4b/
Nordvang 6,55.655063,12.190678,3095000,Villa,5,1953,lav,865,516,356,143,21643,C,https://www.dingeo.dk/adresse/2640-hedehusene/nordvang-6/
"Cikoriegade 17, 1. 2",55.643274,12.207769,2595000,Ejerlejlighed,3,,N/A,843,421,796,73,35547,A2015,https://www.dingeo.dk/adresse/2640-hedehusene/cikoriegade-17/1-2/
Hovedgaden 476,55.650092,12.203505,2545000,Villa,3,1924,mellem,222,204,121,101,25198,E,https://www.dingeo.dk/adresse/2640-hedehusene/hovedgaden-476/
Birkevang 8,55.665061,12.19335,3345000,Villa,4,1972,høj,"1,78",760,855,126,26547,D,https://www.dingeo.dk/adresse/2640-hedehusene/birkevang-8/
"Hedetoften 3, st. tv",55.653751,12.193385,1895000,Ejerlejlighed,3,1963,lav,641,570,140,77,24610,D,https://www.dingeo.dk/adresse/2640-hedehusene/hedetoften-3/st-tv/
Rønnevej 11,55.65492,12.187255,3495000,Villa,3,1953,lav,"1,02",387,551,107,32663,C,https://www.dingeo.dk/adresse/2640-hedehusene/r%C3%B8nnevej-11/
Smedevænget 11,55.665283,12.165066,2995000,Villa,4,1800,høj,"2,79",1112,1.299,100,29950,F,https://www.dingeo.dk/adresse/2640-hedehusene/smedev%C3%A6nget-11/
Kongelysvej 25,55.643378,12.203595,3175000,Rækkehus,3,2018,N/A,713,157,698,84,37797,A2015,https://www.dingeo.dk/adresse/2640-hedehusene/kongelysvej-25/
Fritidshaven 13,55.664128,12.20806,995000,Fritidshus,2,1974,lav,"1,70",1581,1.426,46,21630,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/fritidshaven-13/
Fritidshaven 165,55.661339,12.20349,1295000,Fritidshus,2,1993,lav,"1,33",1212,1.009,50,25900,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/fritidshaven-165/
Lyngmosen 33,55.654993,12.198741,3495000,Villa,6,1964,mellem,617,503,264,158,22120,E,https://www.dingeo.dk/adresse/2640-hedehusene/lyngmosen-33/
Fritidshaven 30,55.662456,12.20596,1295000,Fritidshus,2,1980,lav,"1,49",1367,1.198,50,25900,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/fritidshaven-30/
Mølleager 94,55.646197,12.227656,3495000,Villa,4,1976,høj,"1,79",558,689,125,27960,D,https://www.dingeo.dk/adresse/2640-hedehusene/m%C3%B8lleager-94/
"Søbakkevej 6, 1. 1",55.64402,12.207807,2745000,Ejerlejlighed,3,,N/A,778,433,726,89,30842,A,https://www.dingeo.dk/adresse/2640-hedehusene/s%C3%B8bakkevej-6/1-1/
Kallerupvej 28,55.653221,12.199988,3300000,Villa,7,1960,mellem,413,296,285,140,23571,C,https://www.dingeo.dk/adresse/2640-hedehusene/kallerupvej-28/
Fritidshaven 3,55.663699,12.207177,1249500,Fritidshus,3,,lav,"1,64",1516,1.355,50,24990,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/fritidshaven-3/
Thorsager 9,55.624253,12.193199,5200000,Villa,7,1994,høj,"2,84",592,2.794,235,22127,A2010,https://www.dingeo.dk/adresse/2640-hedehusene/thorsager-9/
Forsythiavej 4,55.657879,12.183673,3100000,Villa,4,1965,lav,"1,40",46,235,100,31000,D,https://www.dingeo.dk/adresse/2640-hedehusene/forsythiavej-4/
Hedesøvej 18,55.642989,12.204912,4495000,Rækkehus,5,2020,N/A,783,240,758,124,36250,A,https://www.dingeo.dk/adresse/2640-hedehusene/hedes%C3%B8vej-18/
"Hedekæret 18, st. th",55.655035,12.19652,1995000,Ejerlejlighed,3,1969,mellem,657,554,184,73,27328,E,https://www.dingeo.dk/adresse/2640-hedehusene/hedek%C3%A6ret-18/st-th/
Stenmøllen 155,55.642258,12.202466,3495000,Rækkehus,4,1988,N/A,817,132,812,120,29125,C,https://www.dingeo.dk/adresse/2640-hedehusene/stenm%C3%B8llen-155/
Reerslevvej 47,55.645586,12.195135,3495000,Villa,4,1903,N/A,540,264,452,161,21708,E,https://www.dingeo.dk/adresse/2640-hedehusene/reerslevvej-47/
Stenmøllen 89,55.643718,12.2006,3495000,Rækkehus,4,1988,N/A,642,70,633,120,29125,C,https://www.dingeo.dk/adresse/2640-hedehusene/stenm%C3%B8llen-89/
"Hedekæret 49, 1. 3",55.655366,12.19375,1545000,Ejerlejlighed,2,,lav,770,664,238,61,25327,C,https://www.dingeo.dk/adresse/2640-hedehusene/hedek%C3%A6ret-49/1-3/
Stationsvej 8,55.652066,12.195102,3595000,Villa,6,1956,mellem,431,376,159,143,25139,F,https://www.dingeo.dk/adresse/2640-hedehusene/stationsvej-8/
Bavneåsen 39,55.659883,12.187019,2949000,Rækkehus,5,1975,lav,"1,43",229,241,149,19791,D,https://www.dingeo.dk/adresse/2640-hedehusene/bavne%C3%A5sen-39/
Vesterkøb 18,55.651181,12.196747,3250000,Villa,3,1950,mellem,288,243,233,99,32828,D,https://www.dingeo.dk/adresse/2640-hedehusene/vesterk%C3%B8b-18/
Fløngvænget 4,55.659181,12.184412,2995000,Rækkehus,4,1978,lav,"1,47",133,116,108,27731,C,https://www.dingeo.dk/adresse/2640-hedehusene/fl%C3%B8ngv%C3%A6nget-4/
"Hedekæret 85, 1. th",55.655567,12.197094,1895000,Ejerlejlighed,3,1970,mellem,702,594,252,71,26690,D,https://www.dingeo.dk/adresse/2640-hedehusene/hedek%C3%A6ret-85/1-th/
Thorsbrovej 1,55.624902,12.190094,1150000,Helårsgrund,3,,mellem,"2,81",569,2.752,670,1716,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/thorsbrovej-1/
Fløngvej 56,55.654411,12.183809,4450000,Villa,5,1929,lav,"1,18",316,620,164,27134,C,https://www.dingeo.dk/adresse/2640-hedehusene/fl%C3%B8ngvej-56/
Gl. Søvej 11,55.644182,12.19764,4495000,Villa,5,1907,N/A,612,250,564,158,28449,D,https://www.dingeo.dk/adresse/2640-hedehusene/gl.%20s%C3%B8vej-11/
Duekær 8,55.662452,12.182511,4495000,Villa,7,1961,høj,"1,83",195,278,207,21714,E,https://www.dingeo.dk/adresse/2640-hedehusene/duek%C3%A6r-8/
Brandvænget 48,55.643215,12.193682,2998000,Rækkehus,4,1981,N/A,811,175,730,108,27759,C,https://www.dingeo.dk/adresse/2640-hedehusene/brandv%C3%A6nget-48/
Fløngvej 49,55.653895,12.183097,4350000,Villa,5,,lav,"1,19",260,676,252,17261,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/fl%C3%B8ngvej-49/
Roskildevej 329B,55.651064,12.234968,8500000,Landejendom,4,1920,høj,"2,22",946,915,110,77272,F,https://www.dingeo.dk/adresse/2640-hedehusene/roskildevej-329b/
Marbjerg Byvej 9,55.663573,12.164622,3695000,Villa,5,1900,høj,"2,64",1051,1.252,163,22668,D,https://www.dingeo.dk/adresse/2640-hedehusene/marbjerg%20byvej-9/
Poul Hansens Vænge 5,55.614357,12.189612,3298000,Villa,5,1979,høj,"2,25",634,1.977,128,25765,C,https://www.dingeo.dk/adresse/2640-hedehusene/poul%20hansens%20v%C3%A6nge-5/
Agerhaven 38,55.663278,12.210259,1795000,Fritidshus,3,1978,lav,"1,66",1479,1.436,50,35900,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/agerhaven-38/
Trappeløbet 1C,55.64883,12.193517,4375000,Villa,4,,N/A,431,479,302,165,26515,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/trappel%C3%B8bet-1c/
Agerhaven 79,55.661218,12.212152,745000,Fritidshus,2,,meget lav,"1,51",1226,1.265,33,22575,N/A,https://www.dingeo.dk/adresse/2640-hedehusene/agerhaven-79/
