Address,Longitude,Latitude,Price,Type,Room count,Construction year,Risk of burglary,Distance to pharmacy,Distance to daycare,Distance to grocery store,Size,Squaremeter price,Energy class,Zipcode
Egevangshusene 97,55.645774,12.28323,2895000,Rækkehus,4.0,1962.0,lav,354.0,520,442.0,93,31129,B,2630
"Lindevangshusene 70, 2. tv",55.64442,12.289221,1780000,Ejerlejlighed,2.0,1962.0,lav,699.0,265,538.0,64,27812,D,2630
Ludvig Hegners Alle 37,55.657894,12.310943,4795000,Villa,8.0,1932.0,mellem,853.0,563,792.0,258,18585,D,2630
Fredensvej 42,55.650493,12.294064,4245000,Villa,4.0,1958.0,mellem,477.0,152,475.0,102,41617,E,2630
Tjørnevej 6,55.648478,12.306131,4995000,Villa,4.0,1959.0,mellem,352.0,382,273.0,135,37000,C,2630
Rødkælkevej 51,55.648207,12.316346,3750000,Villa,4.0,1953.0,mellem,970.0,579,780.0,104,36057,E,2630
"Spaden A 4, 1. 1",55.651174,12.275354,1495000,Ejerlejlighed,2.0,1962.0,lav,779.0,162,450.0,57,26228,C,2630
"Taastrup Have 1, 2. th",55.652612,12.29813,1495000,Ejerlejlighed,2.0,1962.0,mellem,290.0,229,246.0,53,28207,D,2630
"Lindevangshusene 52, 2. th",55.645094,12.2896,1895000,Ejerlejlighed,3.0,1968.0,mellem,728.0,341,490.0,79,23987,D,2630
"Taastrup Vænge 31, st. 4",55.64593,12.292167,2095000,Ejerlejlighed,3.0,1962.0,mellem,766.0,395,311.0,76,27565,E,2630
Lærkevej 5,55.648851,12.308814,4795000,Villa,4.0,1953.0,mellem,488.0,415,382.0,159,30157,D,2630
Kirkestien 53,55.68636,12.230189,5795000,Villa,7.0,1998.0,mellem,623.0,988,1.639,170,34088,B,2630
Birkevej 4A,55.687632,12.247656,3095000,Villa,4.0,1900.0,meget høj,623.0,623,825.0,136,22757,E,2630
Hegnstoften 13,55.638688,12.319329,4575000,Villa,6.0,1962.0,lav,623.0,618,679.0,163,28067,C,2630
Egevangshusene 357,55.643262,12.282897,2645000,Rækkehus,4.0,1962.0,lav,320.0,364,375.0,93,28440,A2010,2630
Enghavegårdsvej 37,55.688689,12.274115,2495000,Fritidshus,3.0,1951.0,meget lav,623.0,1902,1.505,92,27119,C,2630
"Taastrup Have 45, 2. th",55.652562,12.294183,1845000,Ejerlejlighed,3.0,1962.0,mellem,535.0,172,486.0,71,25985,C,2630
Valmuen 2,55.651611,12.320843,3295000,Rækkehus,3.0,2007.0,mellem,623.0,265,1.116,100,32950,C,2630
"Rønnevangshusene 63, 1. th",55.643536,12.285544,2495000,Ejerlejlighed,4.0,1962.0,lav,474.0,236,538.0,96,25989,D,2630
Cathrinebergvej 16,55.690844,12.246009,3595000,Villa,5.0,1899.0,meget høj,623.0,945,1.188,126,28531,C,2630
Baunevej 170,55.639362,12.299532,3100000,Rækkehus,4.0,1966.0,lav,623.0,131,756.0,107,28971,E,2630
Jens Andersens Vænge 45,55.661308,12.306112,2695000,Rækkehus,3.0,1964.0,høj,623.0,852,967.0,81,33271,D,2630
"Taastrup Have 11, st. th",55.652627,12.297166,1450000,Ejerlejlighed,2.0,1963.0,mellem,350.0,267,304.0,52,27884,D,2630
Røjlevangen 164,55.636983,12.295134,3695000,Rækkehus,4.0,1968.0,lav,623.0,392,1.039,107,34532,C,2630
"Parkvej 153, 2. tv",55.653601,12.319074,1595000,Ejerlejlighed,2.0,1962.0,mellem,623.0,76,1.057,74,21554,C,2630
Hultoften 33,55.68519,12.261122,3795000,Villa,4.0,1974.0,mellem,623.0,988,613.0,149,25469,C,2630
Toftevej 5,55.651016,12.256184,3750000,Villa,4.0,1877.0,lav,623.0,371,1.551,187,20053,D,2630
Lindevej 10,55.647335,12.302084,5195000,Villa,5.0,1921.0,mellem,325.0,413,148.0,134,38768,E,2630
Jessensvej 8,55.641129,12.303019,3595000,Villa,4.0,1954.0,mellem,623.0,294,483.0,119,30210,C,2630
Ole Rømers Vej 50,55.68471,12.29943,2750000,Villa,4.0,1961.0,meget lav,623.0,2740,2.898,93,29569,D,2630
"Lindevangshusene 104, 1. th",55.643554,12.289242,1995000,Ejerlejlighed,3.0,1962.0,lav,706.0,169,580.0,82,24329,C,2630
Potentilvej 4,55.647914,12.245514,4495000,Rækkehus,4.0,2004.0,mellem,623.0,566,1.621,120,37458,B,2630
"Spaden D 2, 2. 3",55.651007,12.277832,2450000,Ejerlejlighed,4.0,1962.0,lav,739.0,226,357.0,116,21120,C,2630
Sankt Ibs Alle 58,55.640722,12.288321,2995000,Rækkehus,5.0,1968.0,lav,758.0,149,795.0,116,25818,B,2630
"Taastrup Have 51, st. tv",55.652296,12.294279,1595000,Ejerlejlighed,2.0,1962.0,mellem,516.0,202,475.0,55,29000,C,2630
"Rønnevangshusene 71, 2. tv",55.643495,12.286647,2450000,Ejerlejlighed,4.0,1970.0,lav,544.0,188,609.0,96,25520,D,2630
Søndertoften 193,55.64122,12.309564,2875000,Rækkehus,6.0,1962.0,mellem,623.0,59,107.0,134,21455,C,2630
Højgårdstoften 310,55.637963,12.303011,2995000,Rækkehus,5.0,1973.0,lav,623.0,140,655.0,115,26043,A2010,2630
Ludvig Hegners Alle 30,55.658087,12.311774,2845000,Villa,4.0,1920.0,lav,904.0,611,846.0,134,21231,F,2630
Løvtoften 44,55.639858,12.314522,4495000,Villa,7.0,1969.0,lav,623.0,306,357.0,209,21507,C,2630
"Taastrup Hovedgade 105, 1. ",55.64839,12.300368,5995000,Ejerlejlighed,5.0,1973.0,mellem,219.0,276,62.0,219,27374,C,2630
Elme Alle 40,55.647101,12.305044,3995000,Villa,5.0,1956.0,mellem,414.0,526,335.0,149,26812,C,2630
Sognekæret 24,55.680528,12.259541,4995000,Villa,6.0,1962.0,mellem,623.0,794,341.0,140,35678,C,2630
Strongvej 60,55.642372,12.300248,4995000,Villa,4.0,1959.0,mellem,878.0,282,480.0,127,39330,C,2630
Lindevej 46,55.648097,12.309222,6495000,Villa,5.0,2019.0,mellem,544.0,499,447.0,173,37543,D,2630
"Taastrup Have 8, 2. tv",55.653201,12.296995,1900000,Ejerlejlighed,2.0,1962.0,mellem,379.0,206,322.0,57,33333,D,2630
Rødhøjgårdsvej 90,55.645036,12.327734,3495000,Villa,5.0,1971.0,høj,623.0,196,1.151,155,22548,D,2630
Skovkildevej 5,55.686091,12.291473,3795000,Villa,4.0,1962.0,meget lav,623.0,2676,2.425,131,28969,C,2630
"Parkvej 143, 2. th",55.653335,12.319684,2095000,Ejerlejlighed,3.0,1972.0,mellem,623.0,109,1.084,87,24080,C,2630
Birkevej 8B,55.687393,12.249223,3375000,Villa,4.0,1968.0,meget høj,623.0,643,754.0,110,30681,C,2630
Ludvig Hegners Alle 36,55.658572,12.311747,3995000,Villa,4.0,1930.0,lav,944.0,654,882.0,117,34145,D,2630
Sthensvej 3,55.655393,12.299153,3195000,Villa,4.0,1954.0,mellem,441.0,186,330.0,95,33631,F,2630
Ibsensvej 59,55.656481,12.314486,2650000,Rækkehus,3.0,1961.0,mellem,916.0,414,887.0,80,33125,D,2630
Vintoften 36,55.682385,12.255939,3650000,Villa,5.0,1962.0,mellem,623.0,572,161.0,137,26642,C,2630
"Taastrup Vænge 51, 1. 1",55.644072,12.292265,1995000,Ejerlejlighed,3.0,1973.0,mellem,894.0,303,390.0,76,26250,E,2630
"Taastrup Have 39, 1. tv",55.65248,12.295142,1850000,Ejerlejlighed,3.0,1963.0,mellem,474.0,205,424.0,68,27205,D,2630
"Taastrup Vænge 63, 1. mf",55.642886,12.292315,1995000,Ejerlejlighed,2.0,1962.0,mellem,911.0,226,481.0,66,30227,E,2630
Havetoften 25,55.639698,12.329814,4495000,Villa,5.0,1972.0,høj,623.0,439,1.262,158,28449,C,2630
Vestervej 13,55.649204,12.298241,4890000,Villa,6.0,1953.0,mellem,240.0,217,183.0,164,29817,C,2630
Nordengen 23,55.659165,12.300079,3495000,Rækkehus,4.0,1962.0,høj,819.0,520,705.0,104,33605,C,2630
"Haslevgade 16, 1. tv",55.650096,12.269893,2795000,Ejerlejlighed,4.0,1962.0,mellem,830.0,222,806.0,87,32126,C,2630
Rødhøjgårdsvej 24,55.644888,12.324547,6295000,Villa,7.0,1975.0,høj,623.0,235,953.0,216,29143,B,2630
Strongvej 3,55.643886,12.30012,4995000,Villa,4.0,1951.0,mellem,712.0,160,331.0,362,13798,D,2630
"Taastrup Have 43, st. tv",55.652308,12.295287,1495000,Ejerlejlighed,2.0,1963.0,mellem,460.0,226,412.0,59,25338,D,2630
"Spaden B 2, 1. 1",55.651101,12.276187,1549000,Ejerlejlighed,2.0,1973.0,lav,760.0,190,416.0,57,27175,C,2630
"Hammeren 33, 4. 223",55.653454,12.271033,1245000,Ejerlejlighed,1.0,1962.0,mellem,623.0,138,626.0,42,29642,C,2630
Ryvej 14,55.681998,12.240888,3295000,Villa,4.0,1962.0,mellem,623.0,209,861.0,118,27923,C,2630
Jernbane Alle 47A,55.655137,12.315483,4350000,Villa,5.0,1930.0,mellem,900.0,255,892.0,154,28246,E,2630
Vejleholmen 16,55.647241,12.323049,3845000,Villa,4.0,1967.0,høj,623.0,504,989.0,146,26335,D,2630
Brunellevej 20,55.651276,12.243257,5650000,Villa,5.0,2006.0,lav,623.0,806,1.443,183,30874,B,2630
Sankt Ibs Alle 55,55.640676,12.28783,2999000,Rækkehus,4.0,1968.0,lav,734.0,156,770.0,116,25853,B,2630
Sankt Ibs Alle 80,55.640932,12.288781,3095000,Rækkehus,5.0,1968.0,lav,771.0,124,792.0,120,25791,B,2630
Rødhøjgårdsvej 106,55.644211,12.327692,5495000,Villa,6.0,1972.0,høj,623.0,108,1.126,218,25206,C,2630
Vinkelvej 17,55.646624,12.301839,5195000,Villa,6.0,1936.0,mellem,402.0,346,184.0,130,39961,C,2630
"Taastrup Vænge 31, 1. 2",55.64593,12.292167,1195000,Ejerlejlighed,1.0,1962.0,mellem,766.0,395,311.0,42,28452,E,2630
"Taastrup Vænge 41, 1. 1",55.645069,12.292134,2245000,Ejerlejlighed,3.0,1973.0,mellem,830.0,370,339.0,76,29539,E,2630
"Højgårdstoften 384, 1. ",55.638436,12.304322,1995000,Ejerlejlighed,2.0,1971.0,lav,623.0,200,559.0,56,35625,C,2630
"Lindevangshusene 66, 1. tv",55.644218,12.290243,1795000,Ejerlejlighed,2.0,1968.0,mellem,764.0,253,489.0,67,26791,D,2630
"Parkvej 137, 1. tv",55.653021,12.319779,2195000,Ejerlejlighed,4.0,1962.0,mellem,623.0,120,1.08,105,20904,C,2630
Langageren 7,55.68125,12.260853,3595000,Rækkehus,4.0,2006.0,lav,623.0,873,415.0,116,30991,C,2630
Egevangshusene 275,55.64402,12.282822,2645000,Rækkehus,4.0,1969.0,lav,294.0,407,364.0,96,27552,C,2630
Løvtoften 53,55.64058,12.313097,5795000,Villa,6.0,1969.0,mellem,623.0,189,236.0,252,22996,C,2630
Højgårdstoften 135,55.640078,12.307053,3595000,Rækkehus,4.0,1969.0,lav,623.0,241,307.0,122,29467,C,2630
"Taastrup Have 3, 2. tv",55.652645,12.297931,1445000,Ejerlejlighed,2.0,1962.0,mellem,303.0,238,259.0,55,26272,D,2630
Vinkelvej 24,55.646065,12.301296,6295000,Villa,6.0,1962.0,mellem,464.0,279,219.0,178,35365,C,2630
Gærdesangervej 1,55.64933,12.31445,2995000,Villa,5.0,1952.0,mellem,813.0,498,710.0,125,23960,G,2630
Jernbane Alle 56,55.655182,12.318105,3795000,Villa,6.0,1971.0,mellem,623.0,205,1.055,172,22063,F,2630
Slettetoften 23,55.639041,12.316078,3995000,Villa,5.0,1971.0,lav,623.0,439,491.0,167,23922,C,2630
Højgårdstoften 424,55.63768,12.305606,3295000,Rækkehus,4.0,1971.0,lav,623.0,301,574.0,105,31380,C,2630
"Taastrup Have 51, 1. th",55.652296,12.294279,1995000,Ejerlejlighed,3.0,1964.0,mellem,516.0,202,475.0,68,29338,D,2630
Vestervej 22,55.649373,12.296131,4595000,Villa,5.0,1949.0,mellem,358.0,298,295.0,159,28899,C,2630
Vintoften 52,55.682785,12.257181,4095000,Villa,5.0,1976.0,mellem,623.0,659,247.0,167,24520,D,2630
Jens Andersens Vænge 38,55.661143,12.306954,2895000,Rækkehus,5.0,1964.0,lav,623.0,835,966.0,95,30473,C,2630
Rødhøjgårdsvej 107,55.644138,12.329794,4795000,Villa,4.0,1973.0,høj,623.0,198,1.255,142,33767,C,2630
"Taastrup Have 12, st. th",55.653202,12.296327,1495000,Ejerlejlighed,2.0,1962.0,mellem,419.0,201,364.0,60,24916,D,2630
Klovtofteparken 2,55.65968,12.308407,5950000,Villa,9.0,1969.0,lav,940.0,687,854.0,402,14800,D,2630
Ibsensvej 49,55.656495,12.31388,2495000,Rækkehus,3.0,1961.0,mellem,885.0,437,853.0,80,31187,C,2630
"Lindevangshusene 64, st. mf",55.644388,12.290263,1395000,Ejerlejlighed,1.0,1962.0,mellem,766.0,272,479.0,46,30326,D,2630
"Lindevangshusene 50, 2. tv",55.645083,12.289885,1695000,Ejerlejlighed,2.0,1962.0,mellem,746.0,342,473.0,67,25298,D,2630
Skjeberg Alle 252,55.643663,12.268979,3695000,Rækkehus,4.0,2019.0,mellem,595.0,414,519.0,106,34858,A,2630
Skjeberg Alle 240,55.643519,12.268536,3295000,Rækkehus,4.0,2019.0,mellem,625.0,384,548.0,111,29684,A,2630
Baunevej 188,55.638157,12.299639,3300000,Rækkehus,5.0,1966.0,lav,623.0,116,812.0,129,25581,C,2630
Rønnevangshusene 68,55.64547,12.28466,2695000,Rækkehus,4.0,1969.0,lav,427.0,441,512.0,93,28978,B,2630
Dorphs Alle 60,55.650211,12.313709,6995000,Villa,5.0,2017.0,mellem,738.0,441,654.0,170,41147,A2020,2630
"Roskildevej 378, 2. 4",55.658157,12.296084,1195000,Ejerlejlighed,2.0,1962.0,mellem,805.0,349,694.0,48,24895,E,2630
Skjeberg Alle 280,55.644102,12.268508,3745000,Rækkehus,4.0,1962.0,mellem,621.0,438,549.0,106,35330,C,2630
"Taastrup Have 44, st. th",55.652078,12.293232,1595000,Ejerlejlighed,2.0,1962.0,mellem,567.0,216,539.0,57,27982,D,2630
Landsbygaden 48,55.681828,12.254428,3695000,Villa,7.0,1937.0,mellem,623.0,467,63.0,161,22950,D,2630
Enghavegårdsvej 35,55.688747,12.273575,1495000,Fritidshus,2.0,1962.0,meget lav,623.0,1874,1.48,36,41527,C,2630
"Parkvej 147, 1. th",55.653286,12.319178,1995000,Ejerlejlighed,3.0,1972.0,mellem,623.0,77,1.052,87,22931,C,2630
"Lindebo 13, 2. 83",55.644628,12.291219,1250000,Ejerlejlighed,1.0,1972.0,mellem,827.0,318,412.0,42,29761,C,2630
Rødhøjgårdsvej 9,55.645758,12.326258,3795000,Villa,5.0,1973.0,høj,623.0,275,1.089,139,27302,C,2630
Landsbygaden 44,55.681483,12.254429,1695000,Rækkehus,3.0,1962.0,mellem,623.0,464,25.0,63,26904,F,2630
Espens Vænge 38,55.647744,12.292828,3885000,Villa,4.0,1962.0,mellem,621.0,298,312.0,125,31080,C,2630
Grønhøjgårdsvej 115,55.645011,12.320675,3195000,Rækkehus,5.0,1970.0,mellem,623.0,446,731.0,117,27307,C,2630
Ludvig Hegners Alle 31,55.657412,12.310551,4550000,Villa,7.0,1948.0,mellem,796.0,505,738.0,146,31164,C,2630
"Taastrup Have 19, 1. th",55.652571,12.296468,1495000,Ejerlejlighed,2.0,1962.0,mellem,392.0,252,344.0,60,24916,D,2630
"Vestervej 39, st. ",55.648596,12.294754,3095000,Ejerlejlighed,3.0,1962.0,mellem,470.0,275,295.0,89,34775,A2015,2630
Kraghave Parkvej 4,55.651825,12.253679,4950000,Villa,6.0,1977.0,lav,623.0,445,1.734,187,26470,C,2630
Østerparken 14,55.65019,12.302654,2895000,Villa,8.0,1900.0,mellem,71.0,183,56.0,161,17981,F,2630
Hallandsparken 102,55.653346,12.268824,3095000,Rækkehus,5.0,1978.0,mellem,623.0,93,767.0,116,26681,B,2630
Søndertoften 2,55.638428,12.310612,2995000,Rækkehus,6.0,1968.0,lav,623.0,376,402.0,137,21861,C,2630
"Brinchs Have 9, 2. tv",55.646439,12.299741,1595000,Ejerlejlighed,3.0,1963.0,mellem,438.0,245,161.0,62,25725,C,2630
Strongvej 15,55.642815,12.300627,7495000,Villa,5.0,2018.0,mellem,827.0,258,448.0,204,36740,A2015,2630
Løvtoften 61,55.641222,12.314086,3850000,Villa,4.0,1968.0,mellem,623.0,183,251.0,152,25328,C,2630
Rønnevangshusene 30,55.646225,12.284753,2645000,Rækkehus,4.0,1969.0,lav,464.0,512,551.0,93,28440,B,2630
Roskildevej 303,55.659405,12.321125,3074000,Villa,6.0,1900.0,lav,623.0,478,771.0,144,21347,F,2630
"Lindevangshusene 60, 2. mf",55.644707,12.290237,1245000,Ejerlejlighed,2.0,1962.0,mellem,765.0,305,466.0,46,27065,D,2630
Lindetoften 43,55.640704,12.323717,4195000,Villa,5.0,1972.0,høj,623.0,359,860.0,152,27598,D,2630
Røjlevangen 44,55.639266,12.29498,3995000,Rækkehus,6.0,1971.0,lav,623.0,256,789.0,138,28949,D,2630
Håndværkerbakken 11,55.679102,12.239774,4495000,Villa,4.0,1962.0,mellem,623.0,458,958.0,131,34312,C,2630
Rødkælkevej 55,55.647709,12.316524,5395000,Villa,4.0,1957.0,mellem,995.0,632,738.0,139,38812,C,2630
Fyrreholmen 6,55.649758,12.326043,4495000,Villa,6.0,1965.0,mellem,623.0,649,1.312,151,29768,D,2630
Røjlevangen 206,55.637138,12.296001,3799000,Rækkehus,4.0,2022.0,lav,623.0,374,1.017,120,31658,A2010,2630
Klovtoftegade 15,55.660549,12.310342,2895000,Rækkehus,4.0,1962.0,lav,623.0,813,999.0,133,21766,C,2630
"Rønnevangshusene 51, 1. mf",55.644356,12.286745,1250000,Ejerlejlighed,1.0,1962.0,lav,541.0,271,615.0,47,26595,D,2630
"Saven C 1, 2. 4",55.65165,12.279957,1395000,Ejerlejlighed,2.0,1974.0,lav,817.0,252,237.0,57,24473,C,2630
"Taastrup Have 42, 2. tv",55.652174,12.293198,1650000,Ejerlejlighed,2.0,1962.0,mellem,573.0,210,542.0,57,28947,C,2630
Rugkærgårdsvej 51,55.642286,12.303971,3850000,Villa,3.0,1938.0,mellem,897.0,354,412.0,108,35648,C,2630
Bygaden 56A,55.65187,12.256114,3370000,Rækkehus,4.0,1875.0,lav,623.0,461,1.589,149,22617,D,2630
Jernbane Alle 6,55.653791,12.306694,5295000,Villa,7.0,1913.0,mellem,338.0,39,313.0,245,21612,E,2630
Elme Alle 34,55.648219,12.304567,5495000,Villa,8.0,1910.0,mellem,296.0,403,252.0,199,27613,C,2630
"Lindevangshusene 70, st. th",55.64442,12.289221,2095000,Ejerlejlighed,3.0,1962.0,lav,699.0,265,538.0,80,26187,D,2630
"Roskildevej 358, 1. th",55.658678,12.301496,1775000,Ejerlejlighed,3.0,1962.0,høj,753.0,524,640.0,74,23986,D,2630
Taastrup Hovedgade 59,55.653214,12.304779,3750000,Villa,5.0,1901.0,mellem,204.0,99,178.0,150,25000,E,2630
Spjeldager 13,55.682244,12.258359,3195000,Villa,4.0,1967.0,mellem,623.0,721,278.0,108,29583,D,2630
Søndertoften 92,55.639003,12.311155,2795000,Rækkehus,6.0,1968.0,lav,623.0,324,342.0,137,20401,C,2630
"Taastrup Have 15, 2. th",55.652753,12.296316,1750000,Ejerlejlighed,2.0,1962.0,mellem,406.0,232,359.0,60,29166,D,2630
"Taastrup Have 9, 1. tv",55.652716,12.297093,1795000,Ejerlejlighed,2.0,1963.0,mellem,356.0,260,311.0,55,32636,D,2630
Cathrinebergvej 8B,55.684267,12.248391,2495000,Villa,3.0,1930.0,mellem,623.0,335,505.0,87,28678,B,2630
Røjlevangen 168,55.636668,12.295214,3595000,Rækkehus,6.0,1968.0,lav,623.0,422,1.073,147,24455,C,2630
Sankt Bendts Alle 49,55.640332,12.290548,2595000,Rækkehus,5.0,1969.0,lav,902.0,86,778.0,116,22370,B,2630
Højgårdstoften 151,55.639802,12.308378,3095000,Rækkehus,4.0,1969.0,lav,623.0,227,282.0,105,29476,C,2630
"Lindevangshusene 94, 1. mf",55.643515,12.290281,1295000,Ejerlejlighed,1.0,1968.0,mellem,772.0,181,528.0,46,28152,C,2630
Rønnevangshusene 8,55.646477,12.284707,2695000,Rækkehus,4.0,1962.0,lav,474.0,539,563.0,93,28978,C,2630
Landsbygaden 12,55.680182,12.258268,3850000,Villa,5.0,1960.0,mellem,623.0,720,278.0,125,30800,D,2630
Enghavegårdsvej 53,55.689166,12.278164,3200000,Fritidshus,4.0,2021.0,meget lav,623.0,2158,1.753,118,27118,C,2630
Grønhøjgårdsvej 217,55.644349,12.318679,2995000,Rækkehus,4.0,1962.0,mellem,623.0,517,584.0,117,25598,C,2630
"Lindebo 25, 2. 156",55.643375,12.291287,2325000,Ejerlejlighed,3.0,1975.0,mellem,838.0,204,487.0,79,29430,C,2630
Gammel Bygade 91,55.647919,12.240545,7450000,Villa,7.0,1850.0,høj,623.0,883,1.313,307,24267,D,2630
Søndertoften 88,55.638884,12.311137,2999000,Rækkehus,6.0,1968.0,lav,623.0,336,355.0,134,22380,B,2630
Gartnervej 13,55.639747,12.300799,2995000,Rækkehus,4.0,1965.0,lav,623.0,120,665.0,100,29950,C,2630
Øllgårdsvej 13,55.640635,12.299432,5995000,Villa,7.0,1925.0,mellem,623.0,244,645.0,209,28684,D,2630
Gårdager 25,55.64825,12.222154,4695000,Villa,5.0,1974.0,mellem,707.5,141,311.0,148,31722,E,2640
Kalleruphaven 79,55.661909,12.198577,1195000,Fritidshus,1.0,1964.0,lav,707.5,943,956.0,50,23900,C,2640
Hulkærvej 2,55.651684,12.19167,4995000,Villa,6.0,1962.0,mellem,594.0,519,317.0,218,22912,C,2640
M W Gjøes Vej 2D,55.622636,12.187861,3000000,Rækkehus,3.0,2018.0,mellem,707.5,297,2.897,90,33333,A2015,2640
Vestervang 10,55.651582,12.188858,2595000,Villa,3.0,1930.0,mellem,758.0,339,475.0,99,26212,E,2640
Fritidshaven 35,55.663121,12.207249,1045000,Fritidshus,2.0,1974.0,lav,707.5,1460,1.305,47,22234,C,2640
Møllevej 25,55.661013,12.184648,4195000,Villa,5.0,1966.0,lav,707.5,51,145.0,136,30845,B,2640
Rønnevej 7,55.654661,12.187053,2995000,Villa,4.0,1957.0,lav,707.5,407,556.0,110,27227,D,2640
Hedesøvej 20,55.642986,12.205027,4150000,Rækkehus,5.0,2020.0,lav,786.0,247,760.0,114,36403,A,2640
Kalleruphaven 5,55.662979,12.202558,995000,Fritidshus,3.0,1973.0,lav,707.5,1212,1.145,49,20306,C,2640
Fløngvej 46,55.653176,12.183102,2595000,Villa,4.0,1917.0,lav,707.5,181,756.0,108,24027,E,2640
"Hedekæret 42, 2. tv",55.655486,12.195097,1795000,Ejerlejlighed,3.0,1971.0,mellem,739.0,642,225.0,78,23012,D,2640
Søgræsgade 74,55.641661,12.208929,3995000,Rækkehus,5.0,2022.0,lav,707.5,523,989.0,132,30265,C,2640
"Søbakkevej 2, 1. 2",55.644278,12.207916,2395000,Ejerlejlighed,3.0,2022.0,lav,746.0,450,691.0,72,33263,A2015,2640
Askevang 68A,55.662096,12.183544,5795000,Villa,4.0,2022.0,høj,707.5,136,235.0,174,33304,A2010,2640
Fritidshaven 67,55.662196,12.207942,995000,Fritidshus,2.0,1974.0,lav,707.5,1377,1.249,32,31093,C,2640
Hedevej 35,55.65368,12.192123,3275000,Villa,3.0,1951.0,lav,692.0,596,218.0,83,39457,C,2640
Kongelysvej 30,55.645203,12.1992,3995000,Rækkehus,5.0,2019.0,lav,481.0,257,454.0,106,37688,A,2640
Fagerbo 49,55.657329,12.193966,3599000,Villa,4.0,1973.0,lav,955.0,615,439.0,142,25345,D,2640
Fyrrevang 82,55.662575,12.190476,3700000,Villa,5.0,1972.0,høj,707.5,460,543.0,120,30833,C,2640
Lyngmosen 13,55.654604,12.200796,3095000,Villa,6.0,1962.0,mellem,568.0,449,358.0,160,19343,D,2640
Plantagevej 9,55.653125,12.190635,3395000,Villa,6.0,1952.0,lav,729.0,485,315.0,166,20451,D,2640
Stjernedalen 4,55.659045,12.18975,3398000,Villa,5.0,1970.0,lav,707.5,362,427.0,129,26341,C,2640
"Hedesøvej 12, 1. 2",55.643239,12.204723,2695000,Ejerlejlighed,3.0,2020.0,lav,753.0,227,728.0,83,32469,A,2640
Mosehaven 55,55.659995,12.204456,990000,Fritidshus,3.0,1976.0,mellem,707.5,1078,920.0,49,20204,C,2640
Lyngmosen 36,55.655419,12.200438,3995000,Villa,7.0,1964.0,mellem,658.0,539,379.0,256,15605,D,2640
Herringløsevej 2,55.697406,12.232794,3745000,Villa,5.0,1830.0,meget høj,707.5,1814,2.257,200,18725,D,2640
Lilleager 17,55.649487,12.22612,3295000,Villa,4.0,1974.0,mellem,707.5,360,385.0,118,27923,C,2640
"Hedekæret 51, 1. 2",55.655529,12.193787,1495000,Ejerlejlighed,2.0,1964.0,lav,784.0,659,253.0,54,27685,C,2640
Askevang 66B,55.662478,12.183709,3275000,Rækkehus,5.0,1986.0,høj,707.5,177,278.0,130,25192,C,2640
Bjørnehøjvej 8,55.653831,12.20455,2998000,Villa,6.0,1959.0,mellem,556.0,449,503.0,130,23061,E,2640
"Søbakkevej 2, 2. 4",55.644278,12.207916,3250000,Ejerlejlighed,4.0,2022.0,lav,760.0,447,706.0,105,30952,A2015,2640
Refmosevej 1B,55.653336,12.182142,2995000,Rækkehus,4.0,1991.0,lav,707.5,215,741.0,102,29362,B,2640
Hovedgaden 460,55.650357,12.205567,4395000,Villa,5.0,1934.0,mellem,356.0,330,254.0,139,31618,B,2640
"Cikoriegade 17, st. 1",55.643274,12.207769,2645000,Ejerlejlighed,3.0,1964.0,lav,843.0,421,796.0,74,35743,A,2640
"Vesterkøb 40, 2. 14",55.653565,12.196131,995000,Ejerlejlighed,1.0,1964.0,mellem,520.0,430,39.0,46,21630,E,2640
Kongelysvej 19,55.643278,12.204017,3095000,Rækkehus,3.0,2018.0,lav,732.0,182,714.0,84,36845,A2015,2640
Stærkendevej 236,55.615344,12.18639,3295000,Villa,6.0,1878.0,høj,707.5,519,2.093,189,17433,C,2640
Kalleruphaven 14,55.663402,12.199084,995000,Fritidshus,3.0,1974.0,lav,707.5,1008,1.078,50,19900,C,2640
Lyngevej 26,55.652462,12.187978,4495000,Villa,6.0,1913.0,lav,844.0,300,494.0,173,25982,C,2640
"Hedekæret 38, 1. th",55.655516,12.194692,1850000,Ejerlejlighed,3.0,1971.0,lav,754.0,659,232.0,78,23717,D,2640
"Cikoriegade 15, st. 2",55.643025,12.207716,2595000,Ejerlejlighed,3.0,2022.0,lav,852.0,425,806.0,89,29157,A,2640
"Hedetoften 51, 1. th",55.653782,12.198815,1895000,Ejerlejlighed,3.0,1961.0,mellem,484.0,371,212.0,78,24294,D,2640
Ligustervej 9,55.658423,12.182561,4195000,Villa,5.0,1965.0,lav,707.5,125,179.0,145,28931,C,2640
Agerhaven 55,55.661976,12.211912,998000,Fritidshus,3.0,1979.0,meget lav,707.5,1311,1.348,38,26263,C,2640
Thorstensvej 23B,55.652273,12.192488,2995000,Villa,4.0,1971.0,lav,579.0,539,236.0,135,22185,E,2640
Kallerupvej 39A,55.657576,12.196749,4995000,Ejerlejlighed,6.0,1862.0,mellem,923.0,790,461.0,225,22200,C,2640
"Hedetoften 11, st. th",55.653855,12.194145,1995000,Ejerlejlighed,3.0,1964.0,lav,618.0,541,98.0,79,25253,D,2640
Nordtoften 4B,55.625907,12.191735,3350000,Rækkehus,4.0,1998.0,meget lav,707.5,709,2.624,107,31308,C,2640
